Station,Year,Month,Tmax (Celcius),Tmin (Celcius),Af, Rain (mm), Sun (hours)
Bradford,2023,1,7.7,2.1,8.0,99.8,69.4
Bradford,2023,2,9.3,3.6,5.0,16.0,67.3
Bradford,2023,3,9.6,3.3,7.0,88.4,80.0
Bradford,2023,4,12.4,4.5,3.0,66.6,146.4
Bradford,2023,5,17.3,7.9,0.0,22.8,192.4
Bradford,2023,6,21.6,11.6,0.0,40.4,242.8
Bradford,2023,7,19.2,12.2,0.0,128.2,134.1
Bradford,2023,8,19.7,12.6,0.0,74.8,154.2
Bradford,2023,9,20.4,12.3,0.0,76.0,133.1
Bradford,2023,10,14.1,8.2,0.0,160.2,70.9
Bradford,2023,11,9.3,4.2,5.0,91.6,69.3
Bradford,2023,12,8.6,4.0,7.0,189.2,28.3
Bradford,2024,1,6.7,2.1,6.0,106.5,53.2
Bradford,2024,2,9.7,4.2,5.0,90.8,43.1
Bradford,2024,3,10.2,4.2,2.0,94.8,84.8
Bradford,2024,4,12.5,5.2,3.0,107.4,109.7
Bradford,2024,5,17.9,10.2,0.0,83.8,124.7
Bradford,2024,6,17.7,9.8,0.0,55.2,171.2
Bradford,2024,7,19.9,11.7,0.0,52.0,158.5
Bradford,2024,8,20.0,12.5,0.0,29.4,156.0
Bradford,2024,9,16.0,9.9,0.0,122.4,108.0
Bradford,2024,10,14.1,7.6,0.0,63.8,95.9
Bradford,2024,11,9.5,3.4,9.0,55.8,57.1
Ringway,1946,1,---,---,---,---,33.2
Ringway,1946,2,---,---,---,---,58.2
Ringway,1946,3,---,---,---,---,109.8
Ringway,1946,4,---,---,---,---,136.3
Ringway,1946,5,---,---,---,---,216.1
Ringway,1946,6,---,---,---,---,142.8
Ringway,1946,7,---,---,---,---,162.7
Ringway,1946,8,---,---,---,---,126.0
Ringway,1946,9,---,---,---,---,89.8
Ringway,1946,10,---,---,---,---,78.3
Ringway,1946,11,---,---,---,---,24.1
Ringway,1946,12,---,---,---,---,27.8
Ringway,1947,1,---,---,---,---,44.3
Ringway,1947,2,---,---,---,---,35.7
Ringway,1947,3,---,---,---,---,64.0
Ringway,1947,4,---,---,---,---,133.6
Ringway,1947,5,---,---,---,---,182.8
Ringway,1947,6,---,---,---,---,168.7
Ringway,1947,7,---,---,---,---,131.3
Ringway,1947,8,---,---,---,---,258.8
Ringway,1947,9,---,---,---,---,113.2
Ringway,1947,10,---,---,---,---,101.3
Ringway,1947,11,---,---,---,---,65.0
Ringway,1947,12,---,---,---,---,16.4
Ringway,1948,1,---,---,---,---,36.4
Ringway,1948,2,---,---,---,---,55.5
Ringway,1948,3,---,---,---,---,168.9
Ringway,1948,4,---,---,---,---,163.5
Ringway,1948,5,---,---,---,---,245.3
Ringway,1948,6,---,---,---,---,160.8
Ringway,1948,7,---,---,---,---,169.6
Ringway,1948,8,---,---,---,---,88.8
Ringway,1948,9,---,---,---,---,68.8
Ringway,1948,10,---,---,---,---,85.4
Ringway,1948,11,---,---,---,---,53.5
Ringway,1948,12,---,---,---,---,52.9
Ringway,1949,1,7.9,2.0,6.0,---,41.5
Ringway,1949,2,9.1,2.1,7.0,---,97.2
Ringway,1949,3,8.7,0.3,13.0,---,115.3
Ringway,1949,4,13.5,4.9,0.0,---,146.1
Ringway,1949,5,15.9,5.7,0.0,---,230.6
Ringway,1949,6,20.6,8.8,0.0,---,242.1
Ringway,1949,7,22.1,11.5,0.0,---,184.0
Ringway,1949,8,21.4,11.5,0.0,---,189.6
Ringway,1949,9,20.6,11.3,0.0,---,165.3
Ringway,1949,10,14.8,7.9,2.0,---,80.0
Ringway,1949,11,8.9,3.4,2.0,---,35.3
Ringway,1949,12,8.3,2.4,4.0,---,31.7
Ringway,1950,1,6.9,1.4,14.0,---,30.5
Ringway,1950,2,8.4,1.6,6.0,---,46.5
Ringway,1950,3,11.4,3.0,5.0,---,114.5
Ringway,1950,4,11.0,3.1,3.0,---,130.4
Ringway,1950,5,15.8,6.1,0.0,---,166.9
Ringway,1950,6,20.7,10.4,0.0,---,213.6
Ringway,1950,7,19.9,11.3,0.0,---,172.5
Ringway,1950,8,19.6,11.1,0.0,---,142.4
Ringway,1950,9,16.3,9.0,0.0,---,92.7
Ringway,1950,10,12.6,5.9,3.0,---,89.7
Ringway,1950,11,8.1,2.0,6.0,---,38.4
Ringway,1950,12,3.2,-2.6,23.0,---,27.1
Ringway,1951,1,5.7,0.7,8.0,---,29.5
Ringway,1951,2,6.4,0.1,12.0,---,42.5
Ringway,1951,3,7.0,0.3,12.0,---,74.9
Ringway,1951,4,10.7,2.6,2.0,---,178.3
Ringway,1951,5,14.1,5.9,1.0,---,170.7
Ringway,1951,6,18.7,8.8,0.0,---,226.5
Ringway,1951,7,19.8,11.5,0.0,---,174.1
Ringway,1951,8,18.0,10.8,0.0,---,127.1
Ringway,1951,9,17.8,10.4,0.0,---,107.6
Ringway,1951,10,13.7,6.0,3.0,---,120.2
Ringway,1951,11,11.1,5.3,1.0,---,40.5
Ringway,1951,12,8.1,1.6,8.0,---,39.6
Ringway,1952,1,5.2,-0.7,15.0,---,49.6
Ringway,1952,2,6.4,0.0,11.0,---,70.0
Ringway,1952,3,9.1,3.6,7.0,---,84.6
Ringway,1952,4,14.1,4.8,2.0,---,142.3
Ringway,1952,5,17.3,8.9,0.0,---,168.9
Ringway,1952,6,17.8,9.4,0.0,---,145.8
Ringway,1952,7,19.8,12.3,0.0,---,131.3
Ringway,1952,8,19.6,11.5,0.0,---,126.7
Ringway,1952,9,14.1,6.7,0.0,---,91.1
Ringway,1952,10,12.0,5.3,5.0,---,91.5
Ringway,1952,11,6.7,0.7,14.0,---,53.3
Ringway,1952,12,5.6,0.1,12.0,---,28.8
Ringway,1953,1,5.7,0.6,14.0,---,10.6
Ringway,1953,2,7.5,1.2,12.0,---,38.9
Ringway,1953,3,11.5,0.7,12.0,---,140.3
Ringway,1953,4,11.6,2.7,2.0,---,172.8
Ringway,1953,5,17.5,8.0,0.0,---,213.6
Ringway,1953,6,18.7,10.1,0.0,---,142.9
Ringway,1953,7,19.2,11.3,0.0,---,180.4
Ringway,1953,8,20.0,11.6,0.0,---,163.5
Ringway,1953,9,17.5,10.2,0.0,---,137.4
Ringway,1953,10,13.5,5.6,1.0,---,85.0
Ringway,1953,11,10.9,5.8,0.0,---,45.1
Ringway,1953,12,8.9,4.0,2.0,---,23.2
Ringway,1954,1,5.2,-0.1,15.0,---,35.9
Ringway,1954,2,5.3,-0.5,11.0,---,53.7
Ringway,1954,3,9.4,2.2,5.0,---,104.1
Ringway,1954,4,12.7,3.3,1.0,---,190.8
Ringway,1954,5,15.4,7.2,0.0,---,114.5
Ringway,1954,6,17.1,9.6,0.0,---,143.4
Ringway,1954,7,16.7,10.2,0.0,---,99.9
Ringway,1954,8,17.7,10.9,0.0,---,94.7
Ringway,1954,9,16.3,8.8,0.0,---,148.7
Ringway,1954,10,14.6,8.5,0.0,---,64.7
Ringway,1954,11,9.8,2.9,4.0,---,48.8
Ringway,1954,12,8.8,4.0,2.0,---,29.3
Ringway,1955,1,5.3,-0.1,14.0,---,32.0
Ringway,1955,2,3.8,-2.2,18.0,---,67.0
Ringway,1955,3,6.9,-0.9,20.0,---,135.8
Ringway,1955,4,13.6,4.8,0.0,---,144.1
Ringway,1955,5,13.5,5.3,1.0,---,191.4
Ringway,1955,6,17.8,9.4,0.0,---,161.4
Ringway,1955,7,23.6,12.1,0.0,---,281.4
Ringway,1955,8,23.5,13.0,0.0,---,198.1
Ringway,1955,9,18.1,10.0,0.0,---,139.2
Ringway,1955,10,13.4,4.7,7.0,---,101.8
Ringway,1955,11,10.0,3.8,7.0,---,55.2
Ringway,1955,12,8.5,2.1,9.0,---,31.6
Ringway,1956,1,6.0,0.5,12.0,---,53.5
Ringway,1956,2,3.6,-3.1,23.0,---,63.9
Ringway,1956,3,10.3,2.6,6.0,---,136.7
Ringway,1956,4,11.5,2.1,6.0,---,154.6
Ringway,1956,5,16.8,6.9,0.0,---,232.7
Ringway,1956,6,16.6,9.0,0.0,---,131.6
Ringway,1956,7,19.2,12.0,0.0,---,128.7
Ringway,1956,8,16.9,9.7,0.0,---,118.7
Ringway,1956,9,18.1,10.7,0.0,---,115.3
Ringway,1956,10,12.9,5.2,2.0,---,99.9
Ringway,1956,11,8.9,2.8,5.0,---,48.7
Ringway,1956,12,7.9,3.1,9.0,---,25.1
Ringway,1957,1,8.5,1.9,9.0,---,34.1
Ringway,1957,2,8.4,1.7,4.0,---,75.7
Ringway,1957,3,12.7,6.0,0.0,---,100.3
Ringway,1957,4,13.1,4.5,1.0,---,126.9
Ringway,1957,5,15.2,5.9,1.0,---,182.3
Ringway,1957,6,21.0,9.4,0.0,---,297.5
Ringway,1957,7,19.4,12.5,0.0,---,107.3
Ringway,1957,8,18.9,11.5,0.0,---,134.8
Ringway,1957,9,15.3,9.1,0.0,---,85.3
Ringway,1957,10,13.9,7.0,0.0,---,82.9
Ringway,1957,11,8.9,3.7,4.0,---,43.4
Ringway,1957,12,7.4,1.3,8.0,---,49.1
Ringway,1958,1,5.9,0.0,14.0,---,37.0
Ringway,1958,2,7.7,1.0,13.0,---,52.5
Ringway,1958,3,7.2,0.4,16.0,---,101.1
Ringway,1958,4,11.5,3.4,5.0,---,122.9
Ringway,1958,5,15.1,7.2,0.0,---,149.4
Ringway,1958,6,17.9,9.8,0.0,---,139.3
Ringway,1958,7,19.6,11.8,0.0,---,146.5
Ringway,1958,8,19.9,12.1,0.0,---,144.5
Ringway,1958,9,19.1,11.7,0.0,---,132.6
Ringway,1958,10,13.2,7.8,0.0,---,74.2
Ringway,1958,11,9.0,3.3,5.0,---,37.5
Ringway,1958,12,6.7,1.5,6.0,---,22.7
Ringway,1959,1,4.7,-1.7,22.0,---,67.8
Ringway,1959,2,7.9,1.6,10.0,---,51.5
Ringway,1959,3,11.0,3.9,1.0,---,94.9
Ringway,1959,4,13.4,5.4,1.0,---,123.0
Ringway,1959,5,18.6,8.1,0.0,---,257.7
Ringway,1959,6,20.0,10.4,0.0,---,230.3
Ringway,1959,7,21.9,12.5,0.0,---,204.0
Ringway,1959,8,22.2,12.8,0.0,---,195.9
Ringway,1959,9,20.9,10.1,0.0,---,190.6
Ringway,1959,10,17.4,8.8,0.0,---,145.4
Ringway,1959,11,10.1,4.3,2.0,---,59.8
Ringway,1959,12,8.2,3.1,0.0,---,35.8
Ringway,1960,1,6.4,1.3,10.0,---,21.5
Ringway,1960,2,7.1,1.0,10.0,---,69.2
Ringway,1960,3,9.5,3.5,1.0,---,87.5
Ringway,1960,4,13.3,4.7,1.0,---,145.3
Ringway,1960,5,17.9,8.8,0.0,---,183.9
Ringway,1960,6,21.7,11.2,0.0,---,266.9
Ringway,1960,7,19.1,11.3,0.0,---,148.3
Ringway,1960,8,18.8,11.1,0.0,---,159.7
Ringway,1960,9,16.8,9.7,0.0,---,134.3
Ringway,1960,10,13.1,7.4,0.0,---,67.8
Ringway,1960,11,9.7,4.1,3.0,---,52.1
Ringway,1960,12,6.1,1.0,9.0,---,40.3
Ringway,1961,1,5.9,0.4,11.0,101.2,35.6
Ringway,1961,2,9.7,3.8,2.0,60.2,61.2
Ringway,1961,3,12.2,4.9,1.0,32.1,125.4
Ringway,1961,4,13.6,6.6,0.0,62.4,94.3
Ringway,1961,5,15.2,6.5,0.0,64.4,166.8
Ringway,1961,6,18.6,9.7,0.0,49.8,197.1
Ringway,1961,7,18.2,11.2,0.0,86.9,157.2
Ringway,1961,8,18.7,11.4,0.0,106.9,161.7
Ringway,1961,9,19.1,11.1,0.0,86.9,144.5
Ringway,1961,10,13.8,7.7,0.0,97.3,118.3
Ringway,1961,11,8.9,3.3,3.0,50.0,73.5
Ringway,1961,12,4.6,-0.8,17.0,57.2,55.2
Ringway,1962,1,7.1,0.9,8.0,66.7,63.0
Ringway,1962,2,7.2,1.6,5.0,48.6,62.0
Ringway,1962,3,6.1,-1.1,18.0,42.5,120.0
Ringway,1962,4,11.2,4.0,2.0,57.9,169.3
Ringway,1962,5,13.7,6.6,0.0,80.7,160.6
Ringway,1962,6,17.9,9.4,0.0,19.9,207.6
Ringway,1962,7,17.9,11.3,0.0,61.5,101.9
Ringway,1962,8,17.4,10.6,0.0,137.5,146.7
Ringway,1962,9,15.8,9.6,0.0,81.4,90.6
Ringway,1962,10,13.9,7.2,2.0,47.4,89.3
Ringway,1962,11,8.1,2.6,6.0,37.2,47.6
Ringway,1962,12,4.9,-0.7,16.0,78.7,60.6
Ringway,1963,1,0.9,-4.1,27.0,11.3,66.3
Ringway,1963,2,2.8,-2.9,27.0,5.7,87.8
Ringway,1963,3,9.5,2.8,6.0,51.0,102.0
Ringway,1963,4,11.8,5.1,0.0,49.7,103.7
Ringway,1963,5,14.3,6.6,0.0,41.0,172.0
Ringway,1963,6,19.4,10.8,0.0,98.5,212.6
Ringway,1963,7,19.2,11.2,0.0,58.1,165.8
Ringway,1963,8,17.1,10.9,0.0,76.3,122.1
Ringway,1963,9,16.7,9.2,0.0,107.8,155.1
Ringway,1963,10,13.8,7.6,0.0,63.2,82.9
Ringway,1963,11,10.1,5.0,1.0,108.0,41.5
Ringway,1963,12,5.5,0.4,11.0,11.2,51.6
Ringway,1964,1,6.1,1.1,10.0,22.6,44.7
Ringway,1964,2,7.1,1.9,8.0,15.8,61.4
Ringway,1964,3,6.8,1.7,10.0,76.5,67.0
Ringway,1964,4,12.2,5.5,1.0,51.9,109.0
Ringway,1964,5,17.6,9.5,0.0,60.3,194.7
Ringway,1964,6,16.8,10.2,0.0,69.4,116.5
Ringway,1964,7,18.9,12.0,0.0,81.9,143.1
Ringway,1964,8,19.3,11.3,0.0,71.9,180.3
Ringway,1964,9,18.0,9.6,0.0,43.4,156.0
Ringway,1964,10,12.6,5.4,2.0,75.1,122.0
Ringway,1964,11,9.8,4.0,4.0,56.2,49.6
Ringway,1964,12,6.4,-0.3,15.0,107.4,61.2
Ringway,1965,1,5.7,0.6,14.0,77.3,48.2
Ringway,1965,2,5.9,0.8,11.0,6.0,38.4
Ringway,1965,3,9.5,1.4,9.0,38.2,130.7
Ringway,1965,4,11.8,3.9,0.0,57.6,140.5
Ringway,1965,5,15.3,7.9,0.0,72.1,154.2
Ringway,1965,6,18.9,10.5,0.0,57.0,174.7
Ringway,1965,7,17.1,10.8,0.0,72.1,102.7
Ringway,1965,8,18.7,11.0,0.0,49.6,171.7
Ringway,1965,9,15.3,9.2,0.0,170.6,93.6
Ringway,1965,10,15.1,7.4,1.0,41.2,131.2
Ringway,1965,11,7.0,1.6,11.0,55.1,70.2
Ringway,1965,12,6.9,1.4,7.0,179.9,51.7
Ringway,1966,1,5.4,1.0,10.0,29.0,35.3
Ringway,1966,2,8.0,3.3,6.0,100.4,49.6
Ringway,1966,3,9.5,3.4,2.0,38.3,93.8
Ringway,1966,4,10.1,4.3,2.0,80.1,92.5
Ringway,1966,5,15.4,7.2,0.0,75.9,219.1
Ringway,1966,6,19.2,11.9,0.0,122.8,167.6
Ringway,1966,7,18.1,11.2,0.0,122.0,147.1
Ringway,1966,8,18.6,10.6,0.0,89.8,153.3
Ringway,1966,9,17.5,10.0,0.0,60.3,131.4
Ringway,1966,10,12.9,6.9,2.0,75.7,80.9
Ringway,1966,11,8.2,3.0,2.0,73.7,29.7
Ringway,1966,12,7.8,2.5,5.0,123.7,41.4
Ringway,1967,1,6.7,1.6,9.0,41.4,56.5
Ringway,1967,2,7.9,2.4,4.0,51.9,67.9
Ringway,1967,3,9.9,3.8,1.0,34.7,137.4
Ringway,1967,4,10.9,4.3,1.0,25.7,99.6
Ringway,1967,5,14.1,6.6,2.0,144.4,157.0
Ringway,1967,6,19.3,9.8,0.0,62.2,236.5
Ringway,1967,7,20.6,12.3,0.0,58.2,193.6
Ringway,1967,8,19.2,12.1,0.0,83.7,142.8
Ringway,1967,9,17.0,10.3,0.0,77.3,116.5
Ringway,1967,10,13.3,7.8,0.0,118.6,94.4
Ringway,1967,11,7.9,1.8,10.0,54.7,56.6
Ringway,1967,12,6.7,1.3,12.0,62.2,51.8
Ringway,1968,1,7.0,1.8,10.0,87.2,33.1
Ringway,1968,2,4.7,-0.8,17.0,39.9,80.6
Ringway,1968,3,9.7,2.7,5.0,59.0,97.2
Ringway,1968,4,12.7,4.2,9.0,45.7,187.8
Ringway,1968,5,13.5,6.1,0.0,75.1,142.3
Ringway,1968,6,19.3,10.9,0.0,67.3,187.3
Ringway,1968,7,18.5,11.2,0.0,92.6,130.0
Ringway,1968,8,19.5,12.0,0.0,52.6,166.1
Ringway,1968,9,17.0,11.0,0.0,122.8,112.0
Ringway,1968,10,15.1,9.7,0.0,89.2,64.6
Ringway,1968,11,8.8,4.1,3.0,52.8,53.0
Ringway,1968,12,5.3,0.9,10.0,29.6,42.1
Ringway,1969,1,7.6,3.1,7.0,74.9,21.0
Ringway,1969,2,3.1,-2.5,18.0,72.8,64.1
Ringway,1969,3,6.0,0.6,7.0,49.0,80.7
Ringway,1969,4,11.5,3.2,4.0,81.5,182.4
Ringway,1969,5,14.8,7.6,0.0,96.4,132.0
Ringway,1969,6,18.8,9.5,0.0,51.8,249.3
Ringway,1969,7,20.8,12.6,0.0,33.0,188.4
Ringway,1969,8,19.7,12.9,0.0,81.7,156.3
Ringway,1969,9,17.7,10.8,0.0,44.6,100.4
Ringway,1969,10,16.0,10.2,0.0,23.9,101.0
Ringway,1969,11,7.7,2.1,8.0,136.5,79.0
Ringway,1969,12,5.7,0.6,16.0,83.5,30.2
Ringway,1970,1,6.5,1.4,9.0,67.2,35.0
Ringway,1970,2,5.6,-0.1,12.0,85.4,83.9
Ringway,1970,3,6.8,0.3,12.0,60.4,122.8
Ringway,1970,4,10.0,3.2,5.0,92.4,125.2
Ringway,1970,5,17.9,9.1,0.0,11.5,200.1
Ringway,1970,6,21.9,11.9,0.0,56.2,262.9
Ringway,1970,7,18.1,11.5,0.0,67.8,137.9
Ringway,1970,8,20.1,12.2,0.0,92.7,160.3
Ringway,1970,9,17.7,11.1,0.0,54.5,112.9
Ringway,1970,10,14.1,7.1,0.0,73.3,109.6
Ringway,1970,11,10.3,5.2,1.0,130.3,50.7
Ringway,1970,12,6.7,2.3,10.0,27.1,49.4
Ringway,1971,1,6.9,2.0,6.0,55.3,52.4
Ringway,1971,2,7.4,2.2,5.0,34.5,57.6
Ringway,1971,3,8.2,2.1,9.0,45.8,70.0
Ringway,1971,4,11.8,4.4,2.0,63.9,109.9
Ringway,1971,5,16.1,7.5,0.0,47.9,214.2
Ringway,1971,6,15.7,9.1,0.0,74.3,129.0
Ringway,1971,7,21.5,12.8,0.0,37.5,228.1
Ringway,1971,8,19.1,11.8,0.0,110.1,139.7
Ringway,1971,9,18.7,10.1,0.0,21.3,155.7
Ringway,1971,10,15.2,8.4,0.0,69.1,131.3
Ringway,1971,11,9.1,2.9,11.0,88.1,85.5
Ringway,1971,12,9.0,4.4,3.0,19.2,27.9
Ringway,1972,1,6.2,1.9,9.0,67.7,38.8
Ringway,1972,2,7.0,2.0,2.0,39.6,54.8
Ringway,1972,3,10.1,2.9,1.0,86.8,136.7
Ringway,1972,4,11.4,5.2,0.0,74.2,110.2
Ringway,1972,5,14.0,7.2,0.0,65.4,130.5
Ringway,1972,6,15.0,8.4,0.0,117.6,133.1
Ringway,1972,7,19.7,11.7,0.0,80.9,184.9
Ringway,1972,8,18.6,11.5,0.0,53.2,149.4
Ringway,1972,9,15.4,8.1,0.0,36.3,116.9
Ringway,1972,10,14.3,7.6,0.0,39.3,106.4
Ringway,1972,11,9.1,3.5,7.0,102.1,63.5
Ringway,1972,12,8.7,2.9,5.0,71.2,55.5
Ringway,1973,1,6.7,2.2,6.0,40.5,38.4
Ringway,1973,2,7.3,1.7,11.0,55.3,71.2
Ringway,1973,3,10.2,2.7,4.0,37.4,128.7
Ringway,1973,4,10.4,3.2,3.0,54.2,148.8
Ringway,1973,5,15.4,7.8,0.0,85.2,167.3
Ringway,1973,6,19.7,10.7,0.0,27.3,184.8
Ringway,1973,7,19.4,12.2,0.0,187.3,151.0
Ringway,1973,8,20.6,12.4,0.0,92.0,203.7
Ringway,1973,9,17.7,10.9,0.0,73.4,123.7
Ringway,1973,10,12.6,6.1,1.0,64.9,89.3
Ringway,1973,11,8.8,3.4,7.0,57.2,78.6
Ringway,1973,12,7.7,2.1,10.0,91.0,48.0
Ringway,1974,1,8.7,3.2,3.0,69.4,48.9
Ringway,1974,2,8.1,3.0,1.0,74.2,56.5
Ringway,1974,3,9.4,2.6,5.0,41.8,111.0
Ringway,1974,4,13.2,4.5,0.0,4.4,172.6
Ringway,1974,5,15.1,7.4,0.0,57.6,187.0
Ringway,1974,6,17.8,9.9,0.0,44.6,196.9
Ringway,1974,7,18.0,11.4,0.0,129.2,142.0
Ringway,1974,8,19.0,11.5,0.0,81.9,170.9
Ringway,1974,9,15.2,8.7,0.0,94.8,125.8
Ringway,1974,10,10.2,5.0,1.0,91.1,82.9
Ringway,1974,11,9.0,3.9,0.0,80.1,37.8
Ringway,1974,12,10.5,5.4,2.0,61.5,32.2
Ringway,1975,1,9.4,4.1,2.0,102.8,27.0
Ringway,1975,2,7.7,1.1,9.0,32.1,90.4
Ringway,1975,3,7.7,1.8,6.0,45.2,106.0
Ringway,1975,4,11.5,4.6,5.0,68.4,108.5
Ringway,1975,5,14.0,6.1,0.0,34.3,213.6
Ringway,1975,6,19.4,9.8,0.0,21.8,272.6
Ringway,1975,7,21.1,13.0,0.0,54.5,202.1
Ringway,1975,8,23.2,13.8,0.0,37.5,224.1
Ringway,1975,9,16.8,9.1,0.0,98.6,151.8
Ringway,1975,10,13.5,6.8,0.0,30.6,114.2
Ringway,1975,11,9.3,3.0,5.0,58.4,84.0
Ringway,1975,12,7.6,3.2,6.0,62.0,38.6
Ringway,1976,1,8.2,3.6,6.0,91.1,37.6
Ringway,1976,2,7.4,2.5,6.0,39.0,60.2
Ringway,1976,3,8.2,1.7,9.0,54.4,122.0
Ringway,1976,4,11.9,4.6,1.0,23.0,152.7
Ringway,1976,5,15.5,8.1,0.0,96.8,138.1
Ringway,1976,6,21.3,12.0,0.0,21.8,221.7
Ringway,1976,7,22.9,13.7,0.0,32.8,259.7
Ringway,1976,8,23.2,12.5,0.0,7.4,262.2
Ringway,1976,9,16.7,9.7,0.0,111.9,96.8
Ringway,1976,10,13.4,7.9,0.0,83.0,70.0
Ringway,1976,11,8.7,3.3,4.0,43.7,73.0
Ringway,1976,12,4.0,0.1,13.0,66.8,41.7
Ringway,1977,1,5.2,0.3,16.0,61.6,49.5
Ringway,1977,2,7.3,2.3,4.0,160.6,48.2
Ringway,1977,3,10.1,4.0,3.0,48.7,89.4
Ringway,1977,4,10.2,3.8,2.0,55.6,146.1
Ringway,1977,5,15.2,6.5,0.0,39.4,245.8
Ringway,1977,6,16.7,8.6,0.0,107.0,206.7
Ringway,1977,7,19.6,12.1,0.0,37.0,190.6
Ringway,1977,8,19.3,11.7,0.0,45.5,148.2
Ringway,1977,9,16.0,10.0,0.0,64.4,102.5
Ringway,1977,10,14.9,8.8,0.0,60.8,115.3
Ringway,1977,11,8.6,3.0,5.0,107.3,77.2
Ringway,1977,12,8.1,4.0,1.0,47.9,44.5
Ringway,1978,1,5.5,1.2,8.0,85.3,37.6
Ringway,1978,2,5.4,0.4,15.0,42.3,54.6
Ringway,1978,3,9.9,3.3,2.0,64.2,106.7
Ringway,1978,4,10.1,3.6,5.0,28.5,115.2
Ringway,1978,5,16.7,7.9,0.0,33.3,202.3
Ringway,1978,6,16.8,10.1,0.0,64.9,156.1
Ringway,1978,7,17.7,11.0,0.0,56.0,147.4
Ringway,1978,8,17.8,12.0,0.0,71.9,112.8
Ringway,1978,9,16.8,10.5,0.0,97.8,82.8
Ringway,1978,10,14.8,9.1,0.0,24.7,73.3
Ringway,1978,11,11.1,5.4,5.0,65.9,74.9
Ringway,1978,12,6.2,1.1,11.0,118.3,35.9
Ringway,1979,1,2.7,-2.9,25.0,61.0,59.9
Ringway,1979,2,3.9,-0.7,15.0,23.6,67.1
Ringway,1979,3,7.4,1.9,3.0,70.0,72.6
Ringway,1979,4,11.1,4.4,2.0,47.8,99.3
Ringway,1979,5,13.4,5.9,2.0,107.4,186.7
Ringway,1979,6,18.2,10.4,0.0,32.1,164.1
Ringway,1979,7,19.4,12.1,0.0,28.4,143.7
Ringway,1979,8,18.4,11.4,0.0,103.6,156.5
Ringway,1979,9,16.8,9.4,0.0,43.3,147.5
Ringway,1979,10,14.6,8.6,0.0,52.5,92.8
Ringway,1979,11,9.7,3.3,7.0,101.9,49.2
Ringway,1979,12,7.7,3.3,5.0,152.4,51.4
Ringway,1980,1,4.8,-0.2,13.0,77.9,54.9
Ringway,1980,2,8.3,3.0,6.0,104.2,33.7
Ringway,1980,3,7.5,2.0,7.0,69.8,98.9
Ringway,1980,4,13.2,5.1,1.0,3.7,167.6
Ringway,1980,5,16.6,7.2,0.0,17.6,241.9
Ringway,1980,6,17.3,10.5,0.0,109.2,134.4
Ringway,1980,7,18.3,11.4,0.0,51.2,136.2
Ringway,1980,8,19.1,12.5,0.0,91.4,129.5
Ringway,1980,9,17.9,11.5,0.0,49.6,134.2
Ringway,1980,10,12.0,6.1,0.0,138.3,93.0
Ringway,1980,11,9.1,4.2,6.0,89.0,57.4
Ringway,1980,12,8.5,2.6,7.0,71.3,53.2
Ringway,1981,1,7.2,1.7,10.0,81.6,38.4
Ringway,1981,2,6.0,0.5,18.0,54.2,68.2
Ringway,1981,3,10.7,5.1,0.0,139.3,68.5
Ringway,1981,4,11.5,4.7,1.0,35.9,136.9
Ringway,1981,5,15.5,8.1,0.0,47.7,149.5
Ringway,1981,6,16.6,9.9,0.0,38.2,133.8
Ringway,1981,7,18.4,11.7,0.0,44.3,118.5
Ringway,1981,8,20.0,12.3,0.0,139.9,178.2
Ringway,1981,9,18.1,10.8,0.0,109.7,160.5
Ringway,1981,10,11.2,4.6,1.0,159.1,115.9
Ringway,1981,11,10.3,4.8,1.0,118.0,35.7
Ringway,1981,12,3.2,-2.0,20.0,64.7,55.8
Ringway,1982,1,6.4,0.2,14.0,49.4,62.9
Ringway,1982,2,8.0,1.9,6.0,22.3,65.2
Ringway,1982,3,9.4,2.9,1.0,89.6,122.5
Ringway,1982,4,12.9,4.7,0.0,20.6,177.7
Ringway,1982,5,16.5,7.2,0.0,32.9,217.9
Ringway,1982,6,19.3,11.8,0.0,113.1,157.3
Ringway,1982,7,20.9,12.5,0.0,18.2,183.9
Ringway,1982,8,18.9,12.1,0.0,111.3,145.5
Ringway,1982,9,18.0,10.5,0.0,63.2,133.3
Ringway,1982,10,13.1,7.6,0.0,60.0,80.4
Ringway,1982,11,10.1,5.6,2.0,95.5,51.8
Ringway,1982,12,7.1,1.6,10.0,94.3,29.6
Ringway,1983,1,9.2,3.6,2.0,105.6,38.6
Ringway,1983,2,4.8,-0.5,18.0,32.4,77.4
Ringway,1983,3,8.8,3.6,3.0,79.8,52.5
Ringway,1983,4,10.1,3.1,0.0,78.1,121.7
Ringway,1983,5,13.6,7.2,0.0,110.4,112.7
Ringway,1983,6,18.1,10.5,0.0,16.0,162.0
Ringway,1983,7,24.3,14.5,0.0,66.5,227.7
Ringway,1983,8,21.8,12.8,0.0,44.9,225.2
Ringway,1983,9,16.5,10.3,0.0,95.4,94.0
Ringway,1983,10,13.3,7.2,1.0,88.9,93.2
Ringway,1983,11,10.3,4.9,5.0,52.6,50.7
Ringway,1983,12,8.4,3.5,5.0,121.9,45.6
Ringway,1984,1,6.2,0.9,10.0,112.1,56.2
Ringway,1984,2,6.5,1.0,7.0,51.7,62.0
Ringway,1984,3,7.5,2.3,2.0,41.1,61.7
Ringway,1984,4,13.5,3.7,3.0,14.1,216.4
